Year,Link,Title,Authors,Attachment
2023,https://indico.jlab.org/event/459/contributions/11669/,Apptainer Without Setuid,"Dykstra Dave, ",https://indico.jlab.org/event/459/contributions/11669/attachments/9273/13447/CHEP23_Talk_ApptainerWithoutSetuid.pdf
2023,https://indico.jlab.org/event/459/contributions/11400/,Scientific application development based on the Daisy,"Hu Yu, Liu Jianli, Sun Haokai, Liu Rui, Fu Shiyuan, Wang Lei, Wang Shuang, Qi Fazhi, Hu Qingbao, Zhao Haifeng, ",https://indico.jlab.org/event/459/contributions/11400/attachments/9523/13812/Scientific%20application%20development%20based%20on%20the%20Daisy.pptx
2023,https://indico.jlab.org/event/459/contributions/11754/,JetNet library for machine learning in high energy physics,"Kansal Raghav, Duarte Javier, Pareja Carlos, ",https://indico.jlab.org/event/459/contributions/11754/attachments/9719/14231/JetNet_CHEP.pdf
2023,https://indico.jlab.org/event/459/contributions/11720/,Artificial Intelligence and Machine Learning for EPIC: an Overview,"Fanelli Cristiano, Bressan Andrea, Diefenthaler Markus, Joosten Sylvester, Tu Zhoudunming, Osborn Joe, Li Wenliang, ",https://indico.jlab.org/event/459/contributions/11720/attachments/9721/14198/CHEP_2023_CF_ePIC.pdf
2023,https://indico.jlab.org/event/459/contributions/11746/,New developments of TMVA/SOFIE: Code Generation and Fast Inference for Graph Neural Networks,"Moneta Lorenzo, Mahamat Hamdan Ahamat, Sengupta Sanjibang, ",https://indico.jlab.org/event/459/contributions/11746/attachments/9716/14215/TMVA_SOFIE_%20CHEP23.pdf
2023,https://indico.jlab.org/event/459/contributions/11704/,Software Training Outreach In HEP,"Malik Sudhir, Elmer Peter, LaMee Adam LaMee, Cordero Danelix, Gleyzer Sergei, Cecire Ken, ",https://indico.jlab.org/event/459/contributions/11704/attachments/9690/14135/Software%20Training%20Outreach%20in%20IRISHEP-QuarkNet.pdf
2023,https://indico.jlab.org/event/459/contributions/11528/,"From prototypes to large scale detectors: how to exploit the Gaussino simulation framework for detectors studies, with a detour into machine learning","Mazurek Michał, Corti Gloria, Clemencic Marco, Morris Adam, ",https://indico.jlab.org/event/459/contributions/11528/attachments/9698/14150/CHEP_2023__From_prototypes_to_large_scale_detectors_v2.pdf
2023,https://indico.jlab.org/event/459/contributions/11619/,Results from Large-scale HPC deployment of Scalable CyberInfrastructure for Artificial Intelligence and Likelihood Free Inference (SCAILFIN),"Hildreth Michael, Hurtado Anampa Kenyi, ",https://indico.jlab.org/event/459/contributions/11619/attachments/9728/14219/SCAILFIN_CHEP_2023.pdf
2023,https://indico.jlab.org/event/459/contributions/11760/,FAIR AI Models in High Energy Physics,"Diaz Daniel, Duarte Javier, Huerta Eliu, Katz Daniel S., Kindratenko Volodymyr, Neubauer Mark, Roy Avik, zhu ruike, Li Haoyang, Mokhtar Farouk, Kansal Raghav, ",https://indico.jlab.org/event/459/contributions/11760/attachments/9724/14202/CHEP_FAIR4HEP_05112023.pdf
2023,https://indico.jlab.org/event/459/contributions/11446/,Recent Developments in the FullSimLight Simulation Tool from ATLAS,"Khan Raees, Boudreau Joseph, Bandieramonte Marilena, Bianchi Riccardo, Dell'Acqua Andrea, Tsulaia Vakho, Klekots Denys, ",https://indico.jlab.org/event/459/contributions/11446/attachments/9675/14239/CHEP2023.pdf
